,main_category,Pricing,product_name,seller_name,quantity,Discount_applicable
1986491,Beauty & Personal Care,8.295382967,Innisfree My Real Squeeze Sheet Mask,megasto,74446.03998,No
381632,"Toys, Kids & Babies",70.59026434,Medela Supplement Nursing System / Medela Sns,cheekyba,64679.49224,Yes
129809,Men's Wear,22.06623839,T-SHIRT LEVIS NEW ARRIVAL HOT ITEM,dmiaaz,69161.06917,Yes
1835409,Beauty & Personal Care,7.036448412,Durex Sensation 3'S & Durex Play 50ML,rbho,104218.6115,No
193543,Men's Wear,7.486388564,Surfinclo Shorts,widyarias,32125.23712,Yes
1978731,Kids Fashion,12.2921337,Hush Puppies Boys Graphic Tee Cotton HBT987900,hushpuppi,16559.00923,Yes
1219668,Mobile & Gadgets,21.84223242,Earcup Razer Kraken Pro V1 / Neon V1 / Chroma V1,sylarga,86334.88845,Yes
1905863,Automotive,173.2425667,Toyota Caldina Rear Lamp Tail Set For ST246/ST241,shinjukuau,92510.87461,No
1580659,Home & Living,9.809834696,Good Night & Good Quality Cutting Jasmine 2 Colors,fattaya,10027.53819,No
993215,Women's Apparel,15.86786104,Gamis Kaos Xxl Jumbo Busui Tiedye Big Size,obinu,51518.47553,No
825723,Men's Wear,14.83918501,Ex ✨ -@ Sahayu,hellosun,24828.70899,No
1818614,Kids Fashion,29.90468826,2020 Plus Velvet Western Style Big Children Dress,ouyanfe,69294.92855,No
370232,Home & Living,11.00633708,Night Light 15*8*8cm Ecology Box Lamp,newb,10635.47194,Yes
485922,Women's Shoes,19.54199369,Emory Flyknit Women's Shoes Sneakers 21emo 1668,ishana_col,65041.34348,No
458009,Home & Living,16.8361541,Outdoor Digital Hanging Forecast Weather Station,shan,28937.41815,No
930520,Automotive,13.39810913,Motorcycle Front & Rear Mount Holder For Harley,niak,71518.38711,No
1605003,Home & Living,9.665465175,Tape / Souvenir Roll Wire,pjc.s,14207.47586,Yes
65739,Mobile & Gadgets,137.7512158,Kingston HyperX cloud II,dali,18503.07529,No
1938064,Mobile & Gadgets,9.567979291,Hard Plastic Painting Case For Huawei Ascend P8,device,53892.09955,Yes
788694,Sports & Outdoors,76.08700815,4colors Nike Zoom PG Low Men Sports Runing Shoes,junkui,65333.45403,Yes
223069,Beauty & Personal Care,79.04305643,Braun AS330 Satin-Hair 3 Airstyler,spect,28002.36571,No
1863479,Kids Fashion,11.34755912,Pakistani Koko Suits Short Sleeve Children,ko_ko_,84785.79255,No
1374661,Men's Wear,30.09667069,100 Cotton Men's Long Sleeve Shirt,quanzhouju,68768.10142,Yes
1880578,Mobile & Gadgets,8.557993913,BACK COVER ASUS ZENFONE GO 4'5 INCH / ZB452KG,acc_,25871.44807,Yes
355553,Computers & Peripherals,657.2154842,"Gigabyte RTX 2060 SUPER WINDFORCE OC 8G (3Y)..,",madcowc,106022.3482,No
833310,"Toys, Kids & Babies",15.08621718,Big Girls Jazz Dance Costume Children Hip-hop Suit,nanyuanb,21588.62051,No
990288,Men's Wear,11.6840997,Plain T-shirt Short Arm Cotton Combed 30s Reactive,pabrik_ka,51024.03743,Yes
1317295,Women's Apparel,15.76272942,Women's Thick Plus Thick Velvet Pantyhose,leitogn,19180.6881,Yes
942686,Watches,27.62335966,Gold Velvet National Wind Square Dance Watch,wunan1,87679.59657,Yes
754816,Women's Apparel,11.84227045,Dress Fashion Import (only Jne) Lds021,drf.im,65762.48427,Yes
1972275,Women's Apparel,29.72152055,Tg 29313 Coffee,thegirln,64779.1516,No
146838,Home & Living,17.51379127,Secret Mosquito Net With Hook Single Mosquito Net,qiruishan,81362.31805,No
316821,Mobile & Gadgets,9.940937584,Tempered Glass Screen Protector for Redmi 2,fengsh,73791.12562,Yes
264495,Jewellery & Accessories,12.69282565,DR STELLAIRE4,shopata,24781.3623,Yes
1729326,Women's Apparel,21.09833698,Round Neck Plus Velvet Thick Turtleneck Sweater,ly0829,66958.03572,Yes
1542170,Beauty & Personal Care,8.523493515,Sephora lip & eye makeup remover,itissh,35058.20368,Yes
1911287,Hobbies & Books,17.8918624,Naruto Figure Model Naruto Uchiha Sasuke All-match,wangwei,53992.28981,No
1476995,Women's Apparel,15.58694712,2020 Thin Ol Career Skirt High Waist Skirt,milege.,48837.09694,Yes
441417,Women's Apparel,31.65763699,Men And Women Cotton Thermal Underwear Suit Ys,haifeng,104929.7693,Yes
1298573,Women's Bags,15.25583039,Ready Promo Akbw1007 Women's Bag,yulir,103651.714,Yes
1219944,Home & Living,17.02317834,Diy Digital Oil Painting Decompression Decorative,xlang,104691.2604,No
1688431,Mobile & Gadgets,6.580840752,Test Board Durable Repair For Android,youz,41147.58546,Yes
211260,Women's Apparel,13.08961729,Link Ka Ema,suciyusm,74827.12659,No
1075777,Health & Wellness,4.399566895,Salicyl Kf Powder.,batakdo,44455.13334,No
1690441,Women's Apparel,19.76135054,Gamis Alnita Ag 50,leni1,73778.4593,Yes
876133,Women's Shoes,28.81137762,Nike Wmns Ryz 365 Trainers Off-white/cream,mbypyb,44304.24035,No
1556917,Women's Apparel,17.78302134,Fashion Sleeve Inner Slim Tight Bottoming Sweater,misho,13047.81223,Yes
1388238,Beauty & Personal Care,17.02029518,Bloom Ambrosia Di Fiori Perfume By Gucci 100ml,the_okina,106202.612,Yes
1461193,Beauty & Personal Care,25.25998314,[9 Wishes] Hydra Ampoule Toner 150ml,koreas,65745.58407,No
847283,Women's Apparel,14.06786545,Zar * Tie Dress,hijabqu,104939.6937,Yes
1816879,Home & Living,12.88075142,8430 Pleat Hook / Curtain Hook,voochin,96684.65636,No
1557132,Women's Apparel,5.829792085,Premium Bergo Maryam Diamond By Swd,srwnd,108347.7246,Yes
291840,Women's Apparel,23.90672751,Blouse Exit Sun,fikach,88794.96028,Yes
450541,Women's Apparel,22.63122511,2020 Coat Hooded Loose Jacket Long Gown,lyyk,104202.0838,No
1759634,Women's Apparel,45.60226473,Long Sleeve Irregular Shirt Dress+pleated Skirt,2345678,39618.61129,Yes
890118,Hobbies & Books,4.1925215,Sharing Summer Kit Wayv,michell,103654.1062,Yes
1058277,Women's Apparel,19.22074482,Autumn Women's Large Size High Waist Jeans,haolin,66836.47561,No
237440,Women's Apparel,45.18865705,Planer knit pants set (A10),kcomme,80434.91113,Yes
928046,Men's Wear,10.07912185,Short Sleeve T-shirt Men's Suit 2020 Korean Casual,zyl2,45890.54708,No
1135094,Women's Apparel,12.723596,Contact lens cleaner ,little,44422.48075,No
1037327,Beauty & Personal Care,11.43786686,Zura Rahim Red Henna cones,nora,99612.36936,Yes
427865,Women's Apparel,18.06641747,Women's Short Sleeve Multi-layer Short Coat,dfy28226,21624.50811,No
1224680,Women's Shoes,9.481627171,Anti-slip Home Cotton Slippers Floor Couple,htr188,15319.99372,No
330693,Home & Living,10.61643414,Fried Draining Tongs - Oil Filter,puser,75749.18262,Yes
1576036,Men's Shoes,18.07080777,Shoes Men's Large Size Cotton Slippers,hhhw12,56921.47225,Yes
1369916,Home & Living,15.81986778,Flamingo Floral Elk Hanging Decoration Painting,mumucl,44514.935,No
1899373,Food & Beverages,91.37357154,London Gin No 3 700 ml,zouksi,33043.00854,No
816821,Men's Wear,16.9890549,Nine Pants Male Loose Small Trousers Straight,yong9,92276.63498,No
772457,Women's Apparel,60.95342903,ALLOSouth Korea in Autumn and WinterV,jackk,79474.68531,Yes
442001,Women's Apparel,15.81060117,Dress Short Sleeve Casual Style Work Sling Dress,xinank,63833.09133,Yes
1180793,Women's Apparel,25.49185342,Plus Size Plaid Skirt Long Lady Skirt,fuyaoca,51609.67694,Yes
747860,Jewellery & Accessories,10.1822918,Cord A Heart Charm Round Custom Sweater Necklace,fow,55132.0235,Yes
1301659,Men's Wear,15.22753393,Men's Denim Jacket Autumn Handsome Clothes,white,100308.3265,Yes
1055040,Home & Living,16.15260412,Washed Cotton Quilt Cover One-piece Home Double,ystykj,60778.83974,Yes
1781182,Women's Apparel,6.894521533,Jumbo Tunic Baby Terry Material,lydinta_co,21679.55968,Yes
1745682,Women's Apparel,22.8445993,Myrubylicious Moraji Set,myrubyli,46143.0553,No
1512982,Women's Apparel,13.29656535,Sweet✨ 5 Colors Korean V-Neck Sweater,yahoouch,66142.35388,No
1525821,Beauty & Personal Care,13.29428531,Voodoo Deep Cleansing Makeup Remover,voodoos,106454.1503,No
105844,Pet Food & Supplies,10.64383678,Home Durable Nests Cage New Small Animal,shopee,102790.5921,Yes
160457,Men's Wear,38.42099488,Christmas Dress Up Costume Santa Claus Suit,angelk,76744.48341,No
1901923,Men's Shoes,22.78618066,Deodorant Breathable Casual Sports Shoes,juglks,59066.68031,No
1772238,Women's Shoes,14.25545735,Mickey Slip On Monogram Shoes 184425,grosirtas,81784.7822,No
178388,Home & Living,8.340197184,White Concrete Nails 1 Inch Concrete Nails 2 cm,easybu,34784.51446,No
44946,Video Games,125.4385238,[USED/2ND HAND] PS3 Playstation 3 Slim 120GB,ameenoa,77985.79483,No
704717,Miscellaneous,64.00266541,ToysHeart - Prostate Gear Massager Long,pleasu,30455.81313,No
661009,Sports & Outdoors,41.93299767,Casual Sportswear Loose Thin Hip Hop Cargo Ghost,fdenj,106469.5774,No
924029,Men's Wear,10.49756353,Kamen Rider Suit For Children And Adults,jannahc,67388.31617,No
54073,Beauty & Personal Care,12.83438037,Miss Diòr Chèriè Perfume By Diòŕ  23ml,the_okina,107015.5301,No
788102,Home & Living,4.463367757,Free Mail Line Moon 3D Foam Emoji Stickers,koko,57924.79776,Yes
1721258,Kids Fashion,11.82904446,Children's Sneaker Shoes Import 6936,he.me_colle,19563.90343,Yes
380881,Home & Living,19.20998669,Extra Large Thick Black White Thread Flower Pot,cfgfd,75294.01258,No
50999,Home & Living,5.700297806,Decoration Pudding Dessert Jelly Mini Ice Cream,fullm,51617.76821,No
1656527,Men's Wear,21.68383274,Half High Collar Men's Long Sleeve T-shirt,fairy.ddi,45669.52457,No
1994429,Men's Wear,22.42914506,Men's Long Sleeve Loose Stripe Bottoming Shirt,bege45,100970.0377,No
1865749,Hobbies & Books,12.1511389,Metabolisme,geopedia,62816.23294,No
55738,Women's Apparel,11.69834842,Women's Short Sleeve T-shirt Top Chiffon Shorts,aizhitangs,39379.0872,No
420890,Computers & Peripherals,56.59421154,DELL B1160 / 331-7355( Prints 1500 pages ),likesn,51743.942,No
70951,Women's Apparel,21.32732703,Nena Dress By Greenism,sheezah,82976.3084,Yes
1829344,Hobbies & Books,13.59686831,Special Delik -@ Delik: Thd Kepenting,aprilsho,104395.3189,Yes
125902,"Toys, Kids & Babies",12.54081678,Bonbijou Snug Infant Pillow,infa,107285.0271,No
804755,Games & Hobbies,37.30267461,Star Wars 1/48 Snowspeeder (5),laten,63047.28742,No
602420,Women's Apparel,44.74222546,Gamis / Abaya Dannis,bintisu,85576.76991,No
56525,Women's Apparel,12.08736858,Bali negligee Mika Tie Dye,nilon,68225.94049,No
1017061,Kids Fashion,17.27327562,Children's Ancient Hanfu Book Children's Trousers,tdqpb,50906.03706,No
1820964,Women's Apparel,15.19912044,Gd D... @ 6,gadad,42380.86212,Yes
859504,Computers & Peripherals,1494.673277,"ASUS ROG STRIX XG35VQ 35"" CURVED GAMING MONITOR",thete,34317.25001,Yes
60551,Women's Apparel,19.55369554,Toyobo Raudah Original Cotton Robe By Riskirich,fashion_,91670.76524,Yes
1891491,Mobile & Gadgets,4.697962223,Headset Black Cover Ear Bud Tips Foam Earpad,bestl,70834.40342,No
558626,Kids Fashion,7.901893464,Children's Shorts H'm Shortpants Plain,grivine,70295.04666,Yes
1484265,Women's Apparel,9.623779608,Gamis Stacking Kamboja Motif,konveksib,63747.4515,Yes
1024329,Men's Wear,16.0217715,Mens Ice Silk Low Waist Brief E 045,jeeu,73259.87932,Yes
964062,Sports & Outdoors,78.78431823,Adidas Spezial Green Grade Ori Shoes,kunji,61803.59027,No
1078528,"Toys, Kids & Babies",14.92182346,Vtech Toot Toot Drivers - Jet,lam,105676.7358,Yes
247671,Women's Bags,12.20704676,PO💜 play no more sling bag ,shop2,20472.60197,Yes
567887,Men's Wear,15.8203317,Tendencies Tshirt White Stripe Logo Pocket,tenden,54146.88024,No
498621,Home Appliances,27.44291343,Germany 3 - 5 Electric Disassemble Electric Drill,zf91,85261.54057,No
677379,Pet Food & Supplies,30.86056157,Korea Kitten & Cat Circle Scratcher;Smoove1,smo,98622.63342,No
930241,Men's Wear,21.52470735,Luxury Bird Four Seasons Men's Long-sleeved Shirt,fairy.ddi,49703.46049,Yes
1272189,Women's Apparel,17.22779032,Ball Sie Top,sesa.s,55557.90875,Yes
1520948,Sports & Outdoors,194.2135261,JIGGING REEL - GAWAS BENZARO,nuzulanu,49643.72605,No
637204,"Toys, Kids & Babies",7.21737672,Ancient Money 10000 Hamengku Buwono,08kan,78506.33664,No
1836547,Food & Beverages,13.40055433,Baking Maple cashew 280g every day the,shuhwa66_,22062.16419,Yes
1186019,Women's Apparel,3.557816922,The Cheapest Saudia Exlusive Rawis Quadrangle Veil,nina_bo,44851.90064,No
181728,Home & Living,5.800907323,Food Bag Paperbag Food Grade,bjpartyb,54791.40187,Yes
672512,Men's Wear,12.19271876,Redcliff 6b3111q - Long Sleeve Men's Shirt,redcliffoff,41396.17405,No
602273,Women's Apparel,12.09472804,Joy Pants - Women's Pants Import,klik_onli,80571.35535,No
1276413,Women's Apparel,16.56762715,Slim Thin Lace 2020 High-end Plus Velvet Shirt,twxp,77272.92286,Yes
1862988,Beauty & Personal Care,5.09960909,Pixy Uv Whitening Refill Two Way Cake Solid Powder,febe.an,38308.31693,No
405317,Kids Fashion,17.65166152,Aybi Gamis Children,galeriea,77409.72127,No
1440410,Health & Wellness,22.66711553,Supertissueman,superc,49179.19254,No
1750712,Women's Apparel,15.06167207,H'm Satin Kimono - Light Pink,artifashio,28990.8579,Yes
438577,Sports & Outdoors,18.71822143,LINING badminton shoes,united.,46238.06951,No
1182696,Mobile & Gadgets,17.17547824,JOC RADIO AL-QURAN 4 QARI 30 ZUJUK MEMORY 8 GB,drone,84842.92956,No
132610,Women's Apparel,15.68393036,FOREVER (PP MAMASIZE) CLN PJG TGN PJG,viberel,95172.84905,Yes
356695,Home & Living,18.64048486,Large Rectangular Plastic Flower Pot,dream,51235.62802,Yes
1878428,Women's Apparel,27.39005566,Hana Sephia,ocawi,26237.39786,No
1943245,Men's Wear,13.77307722,Koko Syubbanul Muslimo Koko Azzahir Koko Clothes,bahri_fashi,91439.29077,Yes
1637120,Men's Shoes,15.1459965,Men's Shoes Size Canvas Shoes Casual Sports Yards,lijian,109233.6767,Yes
1329186,Home & Living,19.98693683,(AIKO) SILICONE KITCHEN UTENSILS 11 IN 1,aikoonlin,109605.0955,No
54762,Computers & Peripherals,47.94585813,HP 934XL BLACK INK CARTRIDGE C2P23AA,tech,101752.4102,Yes
231613,Women's Shoes,99.84128751,Nike Air Force One ,storm_t,51782.26751,Yes
1867030,Mobile & Gadgets,9.181578958,Korean Lovers Pick Me Theme Sticker Pda Phone Case,ftftf,67994.70941,No
222389,Women's Apparel,13.96059643,Women Casual Loose Jacket with Hoodies,midiexi,95790.82788,No
1317484,Women's Apparel,17.24221282,Leona Blouse Corniche,paytr,27939.20948,Yes
393914,Women's Apparel,10.34315203,2119 - Stl Work Out Crop Tee,auror,95231.45482,Yes
1364392,Hobbies & Books,14.06850547,Maths Problems Made Easy P6,oap,61004.49248,No
46745,Jewellery & Accessories,14.84703069,Knitted All-match Plus Velvet Hat,buman,43776.68194,Yes
561430,Kids Fashion,19.20817659,Girls ' Western Hooded Lace-up Pullover Sweater,bxjxk,15766.8707,No
138756,Women's Apparel,13.28082745,Army Jacket,khinnyi,11920.05897,Yes
104814,Home & Living,24.91425392,Home Bed Tail Storage Sofa Stool,leiyu,13670.01523,No
1578664,Home & Living,11.87933621,Mugs and Plates SALE,cribs,109832.4915,Yes
1943896,Arts,27.07575701,HANDMADE ROSE FLOWER BOUQUET,my_little,98698.17938,No
1245358,"Toys, Kids & Babies",13.59479677,Boon Catch Plate (Purple-Red),mn,79111.99135,Yes
1357524,Beauty & Personal Care,13.82416628,Innisfree Olive Real Power Cream 50ml,dazzl,45558.78808,Yes
1580813,Men's Wear,16.78365904,Round Neck Sweater Men's Jacket,005g,15851.02869,Yes
144624,Home & Living,18.89617274,Baby birthday happy birthday balloon dec,sasila,41628.37073,No
1752295,Computers & Peripherals,12.80882916,LED 2.4GHz USB Wired Gaming Mouse,eeasyl,23465.97498,Yes
135097,Home & Living,16.37544231,Can Be Stacked With Lid Egg Storage Box,liulej,51910.56796,No
1228578,Sports & Outdoors,13.55666453,Thick Water Pants Catch Fishing Pants Waterproof,guoshe,11337.82754,Yes
1077355,Beauty & Personal Care,12.23591009,WHITE HORSE GLUTA DD CREAM,naila_z,62660.59613,No
370655,Men's Wear,15.70971082,Spirit Guy Pants Male Slim Thin Harem Pants,qjsyl,30825.13323,No
1991935,Women's Apparel,15.41081027,High-waisted Jeans Stretch Skinny Pencil,xiaomingn,23804.7086,Yes
334598,Men's Wear,8.504067178,Puppet Red 2,sskuras,68372.15911,Yes
1669499,Home & Living,32.66105098,Set bekal little bites,bakrey,47585.92617,No
66559,Women's Bags,12.04533887,Women's Fashion Chain Messenger Bag,g1it.,46578.0099,No
53306,Women's Apparel,12.01729241,Autumn Women's Long Sleeve O-neck Cotton Pajamas,shanxiji,84138.69748,Yes
837691,Beauty & Personal Care,12.35989344,Makeup brushes Beauty Cosmetics Brush tool Kit Set,fancyfa,30457.08766,Yes
1942541,Home & Living,5.470938289,Muffin Cups Jiang Cup Roll Mugs Cup Cake Cute Cake,cathy,78654.01183,No
650629,Women's Apparel,23.80182574,Women's Korean Long Sleeve O-neck Pullover Sweater,dfy28226,51026.01552,No
1972629,Mobile & Gadgets,7.210178937,For Huawei P9 lite/P9 Mini TPU Soft Case,muma,68996.50588,Yes
1772542,Beauty & Personal Care,13.65489985,Travalo Classic Excel Orange,pinkbe,107498.1974,Yes
1813162,Home & Living,4.189119959,Cartoon No Plug Battery Night Light Card Lamp,shangj,60305.5996,Yes
123302,Jewellery & Accessories,20.66514939,Women's Cosplay Wig Party Synthetic Hair Wigs,hengt,94337.96241,Yes
743674,Women's Apparel,27.40373518,Ct A11 Culottes Suit,galeria,22354.60026,Yes
327877,Home & Living,10.74569211,"Ambi Pur air freshener, 80days 20ml, free courier",kidswa,40781.96328,Yes
24179,Home & Living,10.60782913,"Turner, Stainless Steel, Solid Blade 260*76mm",hoiuef,70274.74138,No
81370,Jewellery & Accessories,5.294221406,Handmade brooch/pin 03,jode,29285.87535,No
777461,Jewellery & Accessories,12.78448854,Fashion Chunky Choker Bib Statement Necklace,blackh,98854.87458,No
974981,Jewellery & Accessories,203.14605,Nautica Brown F Na N8133 215 50,optikmelawaio,93637.57415,No
1472589,Men's Wear,18.75886727,2020 Japanese Jk Uniform Shirt,flyui,16211.70511,Yes
1307034,Kids Fashion,26.46977113,Parent-child Wear Of Girls Baby Coat Trench Coat,106997,82691.58738,No
947503,Women's Apparel,22.12502248,Female Long Lamb Wool Vest Female Mother Loaded,chaobe,88744.83144,No
1329240,Women's Shoes,15.41069939,New! Gf Women's Slip On Sandals ⚔ -@ 3 Hafana Vr,gg.fas,61049.99451,Yes
216220,Women's Apparel,24.50671089,Cotton And Linen Dress Loose Thin Knee Robe,shanxiji,43787.22633,No
4136,Women's Apparel,16.80397103,Women's Corduroy Wide Leg High Waist Thick Pants,yaanxin,105607.1556,Yes
173398,Women's Apparel,20.30980948,Ayla Pants By Geulis.id / Chino Geulis,mutiagus,47963.27919,No
839175,Men's Wear,14.53446869,Preloved Ori Eddie Bauer Men's Shirt,hafizput,76740.18587,No
355367,Women's Apparel,14.05828967,Gamis Kamila Set Hijab Itycrep Original,mawar,92263.5491,Yes
1998617,Home & Living,10.22135005,Thickened Mattress 1.2 Meter Tatami Single,sulei,83695.59882,Yes
1640562,Home & Living,2.365558467,🐣STOCK!Kraft Paper Poster,bbgo,91655.07805,Yes
841431,"Toys, Kids & Babies",13.01056272,hird-order magic cube children's educational toys,mysweet,57602.99481,No
174488,Women's Apparel,20.10714816,Women's Harajuku Hollow Hooded Thin Knit Sweater,lemong,107667.4515,No
175297,Mobile & Gadgets,10.69984497,For Apple Pencil to Charging Cable Adapter,highw,33802.10769,Yes
674547,Mobile & Gadgets,36.64282058,Xiaomi Swarovski Earphones,supershi,108832.5873,Yes
675011,Women's Apparel,28.48311716,One Set Scuba (blazer + Tank Top + Skirt),scotte,31920.02371,Yes
1884218,Jewellery & Accessories,9.99578745, New Fashion Jewelry White Plated zirc ring,overther,14723.11541,Yes
563729,Beauty & Personal Care,7.788178904,Dettol Body Wash Refill 410 Gr,kiranaf,98654.17213,No
1464835,Home & Living,11.45908188,271pcs Heat Shrink Electrical Insulated Terminals,xushe,23538.15672,Yes
1688723,Beauty & Personal Care,8.417285561,Manicure Nail Cleaner Portable Cuticle Pusher,spider,88316.80548,No
763486,Men's Wear,12.41603603,Slimfit Men's Shirts Premium Cotton Material,distry_in,21239.74662,No
771621,Men's Wear,14.80559619,Hoody Simple Vest,deniic,24289.74102,Yes
1312939,Hobbies & Books,45.79739898,Kaiyodo Toy Story the Sherif Woody Action Figure,zhongmin,19805.92246,Yes
56581,Women's Apparel,12.24406809,Bella Maxy,grosir.busa,31364.48955,No
575935,Women's Shoes,18.57102196,Emory Flyknit Women's Shoes Aqyemo Sneakers 2089,ishana_col,33958.19579,Yes
1097522,Beauty & Personal Care,12.51081963,Etude House My Beauty Tool Sillicon Puff 1ea,beautya,103548.3781,No
1354860,Women's Shoes,4.260978339,Thumbs-up pattern infinity shape line socks,myaf,70807.33011,No
546848,Jewellery & Accessories,4.379723069,N015 [LOVELIST] CHOKER,love,77949.30856,Yes
437331,Automotive,12.45269589,A car wiper 3/5A3E3E5127qq6,hbscy,10285.99505,No
1261211,Women's Apparel,25.62842647,Kain pasang Royal silk digital,miemie_sh,75393.37348,No
421932,Home & Living,10.6227124,Simple Non-slip Chair Cushion Dining Chair Cushion,goodluc,61268.44473,No
1605093,Men's Wear,22.97477491,Men's Fashion Cotton Fleece Jacket,shaopin,40598.55907,Yes
1267441,Jewellery & Accessories,18.46917625,Female Winter Long Chiffon Silk Scarf,3031133,50484.29347,Yes
9185,Women's Shoes,8.756026085,((yamoto Nano)) Pataya Grade A Sandals,january,72468.26006,No
1041351,Kids Fashion,17.03563275,Afrakids Af 154 T-shirt,nuukas,24079.52283,No
496579,Home & Living,14.70484466,Men's Paper Bright Simple Birthday Gift Paper,zhuh7,81133.63455,Yes
1107037,Men's Wear,35.2312362,Comfortable summer shorts for men,lvluo,50019.30038,No
982569,Women's Bags,14.89284269,Safira Aster Backpack,melqis,42762.36898,No
1196368,Women's Bags,7.257404689,Disney Ufufy Coin Purse,kidu,108457.333,Yes
727629,Women's Apparel,6.21317632,Bh Bra Breastfeeding Sorex Buttoned,almuni,107849.3592,Yes
1781099,Beauty & Personal Care,13.21704584,Mango Zipped Cosmetic Bag,sanadao,86664.59409,Yes
1179355,Men's Wear,15.22237907,CHINO MOTIF SURFING SHORT PANTS 53,molrak,25708.45185,No
1965074,Women's Apparel,6.07917552,Khimar Isaura Jersey Instant Hijab - Women's Veil,fahmirizz1,47155.90382,No
1435649,Kids Fashion,10.58313235,Children's T-shirt Collar M'm @ L Hayu -@ Xl,yopiepha,52327.70917,Yes
250592,Home & Living,21.1457523,10pcs Double Sided 9 Binder Holes Stamp Stock Page,youz,89659.9177,Yes
854088,Women's Apparel,28.54549507,Dawy Dress By Pulchra Gallery,relsha_,23001.03153,No
900461,Women's Apparel,9.071537446,Maxi Syari Humaira Series 1,venetian,97928.50922,No
1524509,Food & Beverages,11.42189135,Bundaberg traditional lemonade 375ml X2,wond3li,46367.57799,Yes
620058,Women's Apparel,9.103044077,Life Is Good Simple Logo Original Casual Shorts,sidest,32282.83383,No
1329088,Kids Fashion,13.86853529,Tel Boy's Summer Thin Cotton Shorts,h5r5,43821.45194,No
66931,Women's Apparel,11.31605646,Pashmina Crochet Ceruty Babydoll Material,aleshahi,42878.23145,No
964628,Home & Living,16.96506907,Adjustable Water Size Press Toilet Airbrush Set,5-Jul,86004.5741,Yes
1501667,Women's Apparel,7.411009437,Bali Jesika Plain Dress Xl / Slide Fotonya,anom_an,19615.91504,Yes
708719,Jewellery & Accessories,6.415243357,Elastic Bracelet,holieanaang,107220.9483,No
1558496,Beauty & Personal Care,15.53329095,Breast enlargement bust essence 100% effective,lovabl,62698.39147,No
1234318,Men's Wear,110.1980095,Winter Men's Lapel Coat Faux Lamb Wool Jacket,homei,95788.15028,Yes
364758,Women's Apparel,20.71336103,Voal Dn107 Tunic,askaga,20469.78608,No
97481,Men's Wear,13.37295441,Top Batik Shirt Men Short Arm Short Hem Batik,safan,33379.84938,No
497708,Home & Living,16.11540972,Solid Wood Hanger Custom Logo Women's Non-slip,homeqin,102381.3383,No
24754,Cameras & Drones,66.03107717,Fujifilm Instax SQUARE Film (Plain) [6 Packs],pastla,52744.2595,Yes
1819400,Automotive,42.18522646,Tromol Satria Fu 150,oings,66543.09153,Yes
793487,Home & Living,16.05225737,BT21 Giant Mugs (KOYA),kpopgo,50859.91554,No
1537439,Women's Apparel,15.51522693,Hong Kong Style Plus Velvet Loose Hooded Sweater,edc92,28230.00634,Yes
27090,Home & Living,11.48609603,Gatul / Oblique Scratcher / Small Pahayu,aristaazz,65224.41379,Yes
1721374,Beauty & Personal Care,15.05760338,LED Bathroom Washing Light Round Mirror,fashion,21251.02878,No
1567478,Video Games,36.69593524,Yooka-Laylee and the Impossible Lair (Xbox One),beauty,34601.19953,No
1738863,Women's Apparel,12.36567596,Cute Adult T-shirt Tops,sm8_fas,52522.72267,Yes
670227,Beauty & Personal Care,16.4814189,Clinique Cheek Pop / Blush,treasureb,29605.97048,Yes
845231,"Toys, Kids & Babies",7.877466373,5 Pairs Cute Baby Child Cartoon Elastic Socks,homewo,13303.04224,Yes
1032647,Jewellery & Accessories,5.770988456,Japanese Korea Jepitan Jedai Import Mini,obat.sehat.dan.,42321.72485,No
903492,Men's Wear,17.83023761,Piyama Cowok Jumbo Ld 120 Satin Silk Plain,piyamacoll,14726.57768,No
254145,Beauty & Personal Care,11.22160636,Amora Premium Ori Mask By Bungas,amy.maha,70488.46416,No
262523,Video Games,35.57226668,『PAGU GAMES』Blackguards 2,pagu_,11037.23436,Yes
1403377,Women's Shoes,43.5878146,Women's Black Suede High-heeled Boots,wdfz,19500.72488,No
415398,Women's Shoes,24.49801535,1119 Boots Women Over Knee Flat Rivet High Boots,zhenhu,37158.52788,Yes
1537047,Men's Wear,90.62082106,(RAYA SALES) BAJU MELAYU DEWASA CEKAK MUSANG,shimsha,76702.93783,No
1386180,Men's Wear,17.3952697,Chinos Stretch Original Long Pants Various Brands,globalsto,35551.17946,Yes
1477773,Women's Apparel,16.47451613,80 - 200 Kg Large Size Half Turtleneck Sweater,xaipo,108227.7624,Yes
1459406,Beauty & Personal Care,31.76928091,Origins GinZing Refreshing Scrub Cleanser - 150ml,beauty,73561.73518,Yes
1661804,Women's Shoes,17.86278988,Calbi Jepit Flat 08,marsella_,96999.67319,Yes
1170496,Watches,81.79433548,Ice Watch 001065 Ice Glam Pastel Pink Lady Watch,65wa,10500.00718,Yes
272447,Automotive,7.597447585,Women's Motorcycle Gloves Hayu 124; Cheap Gloves,tlaga_,48673.4564,No
378128,Home & Living,47.41031041,Flat Mop Set With Spray,sencor,17310.05548,Yes
341767,Hobbies & Books,4.269041307,Fires of Invention,mgwg,33221.99539,Yes
411438,Women's Apparel,11.79831151,Overall Frog Pants Set,suvia,28004.9343,Yes
766371,Women's Apparel,18.6323101,"Mukena Putri Malu, Ready To Send",asriais,102759.6751,Yes
